Namespace(I0=20, N=10000, R0=0, beta=0.5, data='italy_i.csv', day_max=58, day_min=33, delta=0.2, k_inf=1, k_rec=1, llavor=1, nseed=1, seed0=1)
         1198205 function calls (1185443 primitive calls) in 3.472 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1835(_parseCache)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1866(enablePackrat)
        1    0.000    0.000    0.000    0.000 pyparsing.py:188(<listcomp>)
       11    0.000    0.000    0.003    0.000 pyparsing.py:1901(parseString)
       66    0.000    0.000    0.002    0.000 pyparsing.py:2138(__add__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2176(__radd__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2215(__mul__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2243(<genexpr>)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2270(makeOptionalList)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2292(__or__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2367(__invert__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2414(__call__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2434(suppress)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2599(__hash__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:268(<genexpr>)
        1    0.000    0.000    0.022    0.022 pyparsing.py:27(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2791(_PendingSkip)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2824(Token)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2832(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2835(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2842(NoMatch)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2856(Literal)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2870(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2895(_SingleCharLiteral)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2904(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2982(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:300(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3005(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3018(CloseMatch)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3087(Word)
       10    0.000    0.000    0.003    0.000 pyparsing.py:3140(__init__)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3225(__str__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3233(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3246(_WordRegex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(Char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3270(Regex)
       27    0.000    0.000    0.007    0.000 pyparsing.py:3294(__init__)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3339(parseImpl)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3370(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3410(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3561(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3581(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3606(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3622(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:363(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3636(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3673(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3675(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3706(_PositionToken)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3707(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3713(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3739(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3761(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3770(LineEnd)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3774(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3790(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3794(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3805(StringEnd)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3808(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3812(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3822(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3843(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(ParseExpression)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3870(__init__)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
     56/9    0.000    0.000    0.003    0.000 pyparsing.py:3897(leaveWhitespace)
       56    0.000    0.000    0.002    0.000 pyparsing.py:3901(<listcomp>)
     33/5    0.000    0.000    0.001    0.000 pyparsing.py:3928(streamline)
   114/56    0.000    0.000    0.003    0.000 pyparsing.py:3968(copy)
   114/56    0.000    0.000    0.003    0.000 pyparsing.py:3970(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3987(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4005(_ErrorStop)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4011(__init__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:4031(streamline)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
       60    0.000    0.000    0.000    0.000 pyparsing.py:4046(<genexpr>)
    63/11    0.000    0.000    0.003    0.000 pyparsing.py:4049(parseImpl)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4091(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4096(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4219(MatchFirst)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4239(<genexpr>)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4243(streamline)
       33    0.000    0.000    0.000    0.000 pyparsing.py:4246(<genexpr>)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:4249(parseImpl)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4305(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4438(ParseElementEnhance)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4442(__init__)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:4460(parseImpl)
     32/9    0.000    0.000    0.004    0.000 pyparsing.py:4466(leaveWhitespace)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:4485(streamline)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4517(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4552(PrecededBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:456(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:461(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4627(NotAny)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4650(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4662(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4671(_MultipleMatch)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4680(stopOn)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4686(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4729(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4755(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4764(ZeroOrMore)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4775(__init__)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4779(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4785(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4795(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4802(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:482(RecursiveGrammarException)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4847(parseImpl)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4861(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4870(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:492(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4928(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:493(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:495(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4988(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:502(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5094(TokenConverter)
       27    0.000    0.000    0.000    0.000 pyparsing.py:5098(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5102(Combine)
       10    0.000    0.000    0.004    0.000 pyparsing.py:5120(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5147(Group)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5162(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5166(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5169(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5208(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5237(Suppress)
        4    0.000    0.000    0.000    0.000 pyparsing.py:5259(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5266(OnlyOnce)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5329(delimitedList)
      263    0.000    0.000    0.000    0.000 pyparsing.py:545(__new__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
        2    0.000    0.000    0.001    0.001 pyparsing.py:5679(srange)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5705(<lambda>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:5707(<genexpr>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:5750(tokenMap)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5806(_makeTags)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5843(makeHTMLTags)
       49    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:602(__setitem__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:639(__len__)
        1    0.000    0.000    0.011    0.011 pyparsing.py:6398(pyparsing_common)
       58    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:646(__iter__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6698(_lazyclassproperty)
        4    0.000    0.000    0.000    0.000 pyparsing.py:6699(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6716(unicode_set)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6769(Latin1)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6773(LatinA)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6777(LatinB)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6781(Greek)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6789(Cyrillic)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6793(Chinese)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6797(Japanese)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6801(Kanji)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6805(Hiragana)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6809(Katakana)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6813(Korean)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6817(CJK)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6821(Thai)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6825(Arabic)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6829(Hebrew)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6833(Devanagari)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6857(pyparsing_test)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6862(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6929(TestParseResultsAsserts)
       42    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
        2    0.000    0.000    0.000    0.000 pyparsing.py:841(__getattr__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:855(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:857(<listcomp>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
        1    0.000    0.000    0.000    0.000 pyplot.py:111(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 pyplot.py:121(_NotIPython)
        1    0.000    0.000    0.000    0.000 pyplot.py:1872(get_plot_commands)
      135    0.000    0.000    0.000    0.000 pyplot.py:1884(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyplot.py:1891(colormaps)
        6    0.000    0.000    0.000    0.000 pyplot.py:211(_get_required_interactive_framework)
        1    0.000    0.000    0.002    0.002 pyplot.py:2138(_setup_pyplot_info_docstrings)
      5/2    0.000    0.000    0.084    0.042 pyplot.py:216(switch_backend)
