Áreas de movilidad;Tipo de dato;Periodo;Total
Oviedo (distrito 03);Personas;18/11/2019;16.681
Oviedo (distrito 04);Personas;18/11/2019;19.263
Oviedo (distrito 05);Personas;18/11/2019;17.131
Oviedo (distrito 06);Personas;18/11/2019;36.899
Oviedo (distrito 07);Personas;18/11/2019;10.455
Oviedo (distrito 08);Personas;18/11/2019;19.490
Oviedo (distrito 09);Personas;18/11/2019;21.065
Oviedo (distrito 10);Personas;18/11/2019;19.281
Oviedo (distrito 11);Personas;18/11/2019;8.797
Oviedo (distrito 12);Personas;18/11/2019;19.148
Oviedo (distrito 15);Personas;18/11/2019;3.514
Oviedo (distrito 16);Personas;18/11/2019;4.574
Oviedo (distritos 13 y 14);Personas;18/11/2019;5.525
Oyón-Oion y otros municipios;Personas;18/11/2019;7.560
Oza-Cesuras;Personas;18/11/2019;5.101
Paderne y otros municipios;Personas;18/11/2019;5.552
Padrenda y otros municipios;Personas;18/11/2019;4.695
Padrón;Personas;18/11/2019;8.384
Padul;Personas;18/11/2019;8.420
Paiporta;Personas;18/11/2019;26.088
Pájara;Personas;18/11/2019;21.093
Palacios y Villafranca, Los;Personas;18/11/2019;38.354
Palafolls y Santa Susanna;Personas;18/11/2019;12.851
Palafrugell;Personas;18/11/2019;22.974
Palamós;Personas;18/11/2019;17.910
Palas de Rei y Antas de Ulla;Personas;18/11/2019;5.364
Palau d'Anglesola, El y otros municipios;Personas;18/11/2019;5.074
Palau-solità i Plegamans;Personas;18/11/2019;14.771
Palazuelos de Eresma;Personas;18/11/2019;5.416
Palencia (distrito 01);Personas;18/11/2019;4.288
Palencia (distrito 02);Personas;18/11/2019;4.738
Palencia (distrito 03);Personas;18/11/2019;4.067
Palencia (distrito 04);Personas;18/11/2019;10.266
Palencia (distrito 05);Personas;18/11/2019;19.744
Palencia (distrito 06);Personas;18/11/2019;10.848
Palencia (distrito 07);Personas;18/11/2019;24.461
Pallaresos, Els;Personas;18/11/2019;4.777
Pallejà;Personas;18/11/2019;11.508
Palma de Mallorca (SCD Number 1-A);Personas;18/11/2019;11.722
Palma de Mallorca (SCD Number 1-B);Personas;18/11/2019;11.872
Palma de Mallorca (SCD Number 2-A);Personas;18/11/2019;30.952
Palma de Mallorca (SCD Number 2-B);Personas;18/11/2019;25.692
Palma de Mallorca (SCD Number 2-C);Personas;18/11/2019;23.475
Palma de Mallorca (SCD Number 2-D);Personas;18/11/2019;34.972
Palma de Mallorca (SCD Number 3-A);Personas;18/11/2019;24.083
Palma de Mallorca (SCD Number 3-B);Personas;18/11/2019;30.040
Palma de Mallorca (SCD Number 3-C);Personas;18/11/2019;36.987
Palma de Mallorca (SCD Number 4-A);Personas;18/11/2019;34.417
Palma de Mallorca (SCD Number 4-B);Personas;18/11/2019;36.114
Palma de Mallorca (SCD Number 4-C);Personas;18/11/2019;33.045
Palma de Mallorca (SCD Number 4-D);Personas;18/11/2019;27.929
Palma de Mallorca (SCD Number 4-E);Personas;18/11/2019;17.967
Palma de Mallorca (SCD Number 5-A);Personas;18/11/2019;19.442
Palma de Mallorca (SCD Number 5-B);Personas;18/11/2019;17.356
Palma del Condado, La;Personas;18/11/2019;10.761
Palma del Río;Personas;18/11/2019;21.064
Palmas de Gran Canaria, Las (SCD No 4-C y sección 084 del distrito 04);Personas;18/11/2019;25.907
Palmas de Gran Canaria, Las (SCD No. 2-B y sección 065 del distrito 02);Personas;18/11/2019;12.607
Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03);Personas;18/11/2019;24.286
Palmas de Gran Canaria, Las (SCD Number 1-A);Personas;18/11/2019;13.646
Palmas de Gran Canaria, Las (SCD Number 1-B);Personas;18/11/2019;13.243
Palmas de Gran Canaria, Las (SCD Number 1-C);Personas;18/11/2019;16.155
Palmas de Gran Canaria, Las (SCD Number 1-D);Personas;18/11/2019;25.135
Palmas de Gran Canaria, Las (SCD Number 2-A);Personas;18/11/2019;12.966
Palmas de Gran Canaria, Las (SCD Number 2-C);Personas;18/11/2019;10.998
Palmas de Gran Canaria, Las (SCD Number 2-D);Personas;18/11/2019;26.915
Palmas de Gran Canaria, Las (SCD Number 2-E);Personas;18/11/2019;18.562
Palmas de Gran Canaria, Las (SCD Number 3-B);Personas;18/11/2019;24.443
Palmas de Gran Canaria, Las (SCD Number 3-C);Personas;18/11/2019;22.149
Palmas de Gran Canaria, Las (SCD Number 4-A);Personas;18/11/2019;23.501
Palmas de Gran Canaria, Las (SCD Number 4-B);Personas;18/11/2019;17.398
Palmas de Gran Canaria, Las (SCD Number 4-D);Personas;18/11/2019;16.109
Palmas de Gran Canaria, Las (SCD Number 4-E);Personas;18/11/2019;21.865
Palmas de Gran Canaria, Las (SCD Number 5-A);Personas;18/11/2019;27.357
Palmas de Gran Canaria, Las (SCD Number 5-D);Personas;18/11/2019;26.683
Palomares del Río;Personas;18/11/2019;8.767
Palos de la Frontera;Personas;18/11/2019;11.289
Pamplona/Iruña (distrito 01);Personas;18/11/2019;10.975
Pamplona/Iruña (distrito 02);Personas;18/11/2019;19.580
Pamplona/Iruña (distrito 03);Personas;18/11/2019;36.777
Pamplona/Iruña (distrito 04);Personas;18/11/2019;35.456
Pamplona/Iruña (distrito 05);Personas;18/11/2019;22.378
Pamplona/Iruña (distrito 06);Personas;18/11/2019;19.514
Pamplona/Iruña (distrito 07);Personas;18/11/2019;45.919
Pamplona/Iruña (distrito 08);Personas;18/11/2019;11.054
Pantón y otros municipios;Personas;18/11/2019;7.047
Papiol, El;Personas;18/11/2019;4.145
Paracuellos de Jarama;Personas;18/11/2019;25.269
Paradas;Personas;18/11/2019;6.908
Paradela y otros municipios;Personas;18/11/2019;4.616
Paredes de Nava y otros municipios;Personas;18/11/2019;4.645
Parets del Vallès;Personas;18/11/2019;19.082
Parla (sección 004 y otras secciones del distrito 01);Personas;18/11/2019;51.291
Parla (sección 028 y otras secciones del distrito 01);Personas;18/11/2019;39.729
Parla (sección 060 y otras secciones del distrito 01);Personas;18/11/2019;39.104
Parres;Personas;18/11/2019;5.336
Pasaia;Personas;18/11/2019;16.156
Paso, El;Personas;18/11/2019;7.622
Pastoriza, A y Abadín;Personas;18/11/2019;5.369
Paterna;Personas;18/11/2019;70.195
Paterna de Rivera;Personas;18/11/2019;5.470
Paterna del Campo y otros municipios;Personas;18/11/2019;6.105
Pazos de Borbén y otros municipios;Personas;18/11/2019;7.011
Peal de Becerro;Personas;18/11/2019;5.266
Pedrajas de San Esteban y otros municipios;Personas;18/11/2019;5.120
Pedralba y otros municipios;Personas;18/11/2019;6.723
Pedreguer;Personas;18/11/2019;7.699
Pedrera;Personas;18/11/2019;5.194
Pedrezuela;Personas;18/11/2019;5.892
Pedro Martínez y otros municipios;Personas;18/11/2019;4.583
Pedro Muñoz;Personas;18/11/2019;7.293
Pedrola y otros municipios;Personas;18/11/2019;5.578
Pedroñeras, Las;Personas;18/11/2019;6.638
Pegalajar y otros municipios;Personas;18/11/2019;5.609
Pego;Personas;18/11/2019;10.128
Peligros;Personas;18/11/2019;11.394
Peníscola/Peñíscola;Personas;18/11/2019;7.612
Peñafiel;Personas;18/11/2019;5.037
Peñaflor y Puebla de los Infantes, La;Personas;18/11/2019;6.647
Peñaranda de Bracamonte;Personas;18/11/2019;6.260
Peñarroya-Pueblonuevo;Personas;18/11/2019;10.695
Pepino y San Román de los Montes;Personas;18/11/2019;4.936
Peralada y otros municipios;Personas;18/11/2019;5.949
Peraleda de la Mata y otros municipios;Personas;18/11/2019;6.375
Perales de Tajuña y otros municipios;Personas;18/11/2019;8.186
Peralta/Azkoien;Personas;18/11/2019;5.893
Pereiro de Aguiar, O y Nogueira de Ramuín;Personas;18/11/2019;8.273
Periana y otros municipios;Personas;18/11/2019;7.218
Petrer;Personas;18/11/2019;34.276
Picanya;Personas;18/11/2019;11.513
Picassent;Personas;18/11/2019;20.942
Piedrabuena y Luciana;Personas;18/11/2019;4.761
Piedrahíta y otros municipios;Personas;18/11/2019;4.619
Piélagos;Personas;18/11/2019;25.559
Piera;Personas;18/11/2019;15.603
Pilar de la Horadada;Personas;18/11/2019;21.905
Pilas;Personas;18/11/2019;13.974
Piloña;Personas;18/11/2019;6.973
Pina de Ebro y otros municipios;Personas;18/11/2019;5.524
Pineda de Mar;Personas;18/11/2019;27.272
Pino, O;Personas;18/11/2019;4.641
Pinofranqueado y otros municipios;Personas;18/11/2019;5.125
Pinos Puente;Personas;18/11/2019;9.930
Pinós, el/Pinoso;Personas;18/11/2019;7.966
Pinto (distrito 01);Personas;18/11/2019;25.426
Pinto (distrito 02);Personas;18/11/2019;27.100
Piornal y otros municipios;Personas;18/11/2019;5.304
Pioz y Pozo de Guadalajara;Personas;18/11/2019;5.355
Pizarra;Personas;18/11/2019;9.226
Pla de Santa Maria, El y otros municipios;Personas;18/11/2019;4.788
Plasencia;Personas;18/11/2019;39.913
Plentzia y Barrika;Personas;18/11/2019;5.860
Pobla de Farnals, la;Personas;18/11/2019;7.978
Pobla de Mafumet, La y otros municipios;Personas;18/11/2019;8.869
Pobla de Segur, La y otros municipios;Personas;18/11/2019;5.128
Pobla de Vallbona, la;Personas;18/11/2019;24.433
Pobla del Duc, la y otros municipios;Personas;18/11/2019;6.360
Pobla Llarga, la y otros municipios;Personas;18/11/2019;6.092
Pobla, Sa;Personas;18/11/2019;13.475
Pobra de Trives, A y otros municipios;Personas;18/11/2019;5.464
Pobra do Caramiñal, A;Personas;18/11/2019;9.338
Poio;Personas;18/11/2019;17.082
Polán y otros municipios;Personas;18/11/2019;8.656
Polanco;Personas;18/11/2019;5.896
Polinyà;Personas;18/11/2019;8.479
Pollença;Personas;18/11/2019;16.283
Polop;Personas;18/11/2019;4.965
Polopos y otros municipios;Personas;18/11/2019;5.025
Ponferrada (distrito 01);Personas;18/11/2019;17.057
Ponferrada (distrito 02);Personas;18/11/2019;22.898
Ponferrada (distrito 03);Personas;18/11/2019;11.165
Ponferrada (distrito 05);Personas;18/11/2019;10.642
Ponferrada (distritos 04 y 06) y otros municipios;Personas;18/11/2019;4.899
Pont de Suert, El y otros municipios;Personas;18/11/2019;4.820
Pont de Vilomara i Rocafort, El;Personas;18/11/2019;3.830
Ponte Caldelas;Personas;18/11/2019;5.494
Ponteareas;Personas;18/11/2019;22.877
Ponteceso;Personas;18/11/2019;5.502
Pontecesures;Personas;18/11/2019;3.052
Pontedeume;Personas;18/11/2019;7.777
Pontenova, A y otros municipios;Personas;18/11/2019;5.251
Pontes de García Rodríguez, As y Somozas, As;Personas;18/11/2019;11.236
Pontevedra (distrito 01);Personas;18/11/2019;15.701
Pontevedra (distrito 02);Personas;18/11/2019;40.523
Pontevedra (distrito 03);Personas;18/11/2019;5.119
Pontevedra (distrito 04);Personas;18/11/2019;12.740
Pontevedra (distrito 05);Personas;18/11/2019;4.935
Ponts y otros municipios;Personas;18/11/2019;5.277
Porcuna y otros municipios;Personas;18/11/2019;7.553
Porqueres y otros municipios;Personas;18/11/2019;5.893
Porreres;Personas;18/11/2019;5.502
Porriño, O;Personas;18/11/2019;19.848
Porto do Son;Personas;18/11/2019;9.171
Portugalete;Personas;18/11/2019;45.766
Porzuna y Robledo, El;Personas;18/11/2019;4.613
Posadas y Hornachuelos;Personas;18/11/2019;11.822
Potes y otros municipios;Personas;18/11/2019;5.290
Pozo Alcón y otros municipios;Personas;18/11/2019;7.563
Pozoblanco;Personas;18/11/2019;17.210
Pozohondo y otros municipios;Personas;18/11/2019;5.361
Pozuelo de Alarcón (distrito 01);Personas;18/11/2019;50.356
Pozuelo de Alarcón (distrito 02);Personas;18/11/2019;36.066
Pradejón y otros municipios;Personas;18/11/2019;5.346
Prado del Rey y Zahara;Personas;18/11/2019;6.992
Prat de Llobregat, El (distrito 01);Personas;18/11/2019;8.470
Prat de Llobregat, El (distrito 02);Personas;18/11/2019;13.034
Prat de Llobregat, El (distrito 03);Personas;18/11/2019;20.296
Prat de Llobregat, El (distrito 04);Personas;18/11/2019;8.151
Prat de Llobregat, El (distrito 05);Personas;18/11/2019;14.648
Prats de Lluçanès y otros municipios;Personas;18/11/2019;5.648
Pravia y Candamo;Personas;18/11/2019;10.060
Premià de Dalt;Personas;18/11/2019;10.448
Premià de Mar;Personas;18/11/2019;28.119
Priego de Córdoba y otros municipios;Personas;18/11/2019;25.471
Priego y otros municipios;Personas;18/11/2019;4.832
Provencio, El y otros municipios;Personas;18/11/2019;4.902
Pruna y otros municipios;Personas;18/11/2019;4.978
Puçol;Personas;18/11/2019;19.495
Puebla de Alfindén, La;Personas;18/11/2019;6.303
Puebla de Almoradiel, La y Villa de Don Fadrique, La;Personas;18/11/2019;8.832
Puebla de Cazalla, La;Personas;18/11/2019;10.979
Puebla de Don Fadrique y otros municipios;Personas;18/11/2019;5.833
Puebla de Don Rodrigo y otros municipios;Personas;18/11/2019;5.159
Puebla de Guzmán y otros municipios;Personas;18/11/2019;5.267
Puebla de la Calzada;Personas;18/11/2019;5.845
Puebla de Montalbán, La;Personas;18/11/2019;7.861
Puebla de Sanabria y otros municipios;Personas;18/11/2019;5.334
Puebla de Sancho Pérez y otros municipios;Personas;18/11/2019;6.559
Puebla del Río, La;Personas;18/11/2019;11.868
Puente de Domingo Flórez y otros municipios;Personas;18/11/2019;5.025
Puente Genil;Personas;18/11/2019;30.048
Puente la Reina/Gares y otros municipios;Personas;18/11/2019;4.100
Puente Viesgo y San Felices de Buelna;Personas;18/11/2019;5.215
Puerto de la Cruz;Personas;18/11/2019;30.468
Puerto de Santa María, El (distrito 01);Personas;18/11/2019;43.104
Puerto de Santa María, El (distrito 02);Personas;18/11/2019;16.643
Puerto de Santa María, El (distrito 03);Personas;18/11/2019;23.724
Puerto de Santa María, El (distrito 04);Personas;18/11/2019;4.934
Puerto del Rosario;Personas;18/11/2019;40.753
Puerto Lumbreras;Personas;18/11/2019;15.394
Puerto Real;Personas;18/11/2019;41.627
Puerto Serrano;Personas;18/11/2019;6.941
Puertollano;Personas;18/11/2019;47.035
Puig de Santa Maria, el;Personas;18/11/2019;8.630
Puigcerdà;Personas;18/11/2019;9.258
Puig-reig y otros municipios;Personas;18/11/2019;5.680
Pulgar y otros municipios;Personas;18/11/2019;5.467
Pulianas;Personas;18/11/2019;5.429
Pulpí;Personas;18/11/2019;10.055
Punta Umbría;Personas;18/11/2019;15.242
Puntagorda y otros municipios;Personas;18/11/2019;5.653
Quart de Poblet;Personas;18/11/2019;24.760
Quart y Fornells de la Selva;Personas;18/11/2019;6.374
Quesada y Larva;Personas;18/11/2019;5.681
Quijorna y otros municipios;Personas;18/11/2019;6.443
Quintana de la Serena y otros municipios;Personas;18/11/2019;6.370
Quintanar de la Orden;Personas;18/11/2019;11.030
Quintanar de la Sierra y otros municipios;Personas;18/11/2019;4.884
Quintanar del Rey;Personas;18/11/2019;7.586
Quintanilla de Onésimo y otros municipios;Personas;18/11/2019;4.969
Quinto y otros municipios;Personas;18/11/2019;5.371
Quiroga y otros municipios;Personas;18/11/2019;5.802
Rafelbunyol;Personas;18/11/2019;8.941
Rairiz de Veiga y otros municipios;Personas;18/11/2019;5.391
Rambla, La y otros municipios;Personas;18/11/2019;12.790
Real de Gandía y otros municipios;Personas;18/11/2019;8.271
Real de la Jara, El y otros municipios;Personas;18/11/2019;6.733
Real Sitio de San Ildefonso;Personas;18/11/2019;5.241
Realejos, Los;Personas;18/11/2019;36.402
Recas y Lominchar;Personas;18/11/2019;6.649
Redondela;Personas;18/11/2019;29.218
Redován;Personas;18/11/2019;7.869
Reinosa;Personas;18/11/2019;9.003
Reocín;Personas;18/11/2019;8.384
Requena;Personas;18/11/2019;20.254
Reus (distrito 01);Personas;18/11/2019;4.635
Reus (distrito 02);Personas;18/11/2019;18.924
Reus (distrito 03);Personas;18/11/2019;17.105
Reus (distrito 04);Personas;18/11/2019;9.184
Reus (distrito 05);Personas;18/11/2019;10.656
Reus (distrito 06);Personas;18/11/2019;19.108
Reus (distrito 07);Personas;18/11/2019;8.695
Reus (distrito 08);Personas;18/11/2019;11.327
Reus (distritos 09 y 10);Personas;18/11/2019;4.739
Rianxo;Personas;18/11/2019;11.033
Riaza y otros municipios;Personas;18/11/2019;4.851
Ribadavia;Personas;18/11/2019;5.024
Ribadeo;Personas;18/11/2019;9.854
Ribadesella;Personas;18/11/2019;5.746
Ribadumia;Personas;18/11/2019;5.052
Ribaforada y Ablitas;Personas;18/11/2019;6.231
Ribamontán al Mar y otros municipios;Personas;18/11/2019;8.663
Riba-roja de Túria y Loriguilla;Personas;18/11/2019;24.289
Ribeira;Personas;18/11/2019;26.886
Ribera Baja/Erribera Beitia y otros municipios;Personas;18/11/2019;3.604
Ribera del Fresno y otros municipios;Personas;18/11/2019;5.686
Ricla y otros municipios;Personas;18/11/2019;4.201
Riells i Viabrea y Breda;Personas;18/11/2019;7.864
Riera de Gaià, La y otros municipios;Personas;18/11/2019;8.558
Rincón de la Victoria y otros municipios;Personas;18/11/2019;49.196
Rincón de Soto y Aldeanueva de Ebro;Personas;18/11/2019;6.544
Rinconada, La;Personas;18/11/2019;38.628
Riópar y otros municipios;Personas;18/11/2019;5.005
Ripoll;Personas;18/11/2019;10.686
Ripollet;Personas;18/11/2019;38.665
Riudecols y otros municipios;Personas;18/11/2019;5.338
Riudoms y otros municipios;Personas;18/11/2019;11.521
Rivas-Vaciamadrid (sección 023 y otras secciones del distrito 01);Personas;18/11/2019;26.398
Rivas-Vaciamadrid (sección 029 y otras secciones del distrito 01);Personas;18/11/2019;27.887
Rivas-Vaciamadrid (sección 038 y otras secciones del distrito 01);Personas;18/11/2019;33.865
Roa y otros municipios;Personas;18/11/2019;5.404
Robla, La y Pola de Gordón, La;Personas;18/11/2019;7.007
Robledo de Chavela y otros municipios;Personas;18/11/2019;7.963
Roca del Vallès, La;Personas;18/11/2019;10.650
Rocafort;Personas;18/11/2019;7.240
Rociana del Condado;Personas;18/11/2019;7.855
Roda de Andalucía, La;Personas;18/11/2019;4.183
Roda de Berà;Personas;18/11/2019;6.567
Roda de Ter;Personas;18/11/2019;6.301
Roda, La y otros municipios;Personas;18/11/2019;17.371
Rodeiro y otros municipios;Personas;18/11/2019;5.863
Rois y otros municipios;Personas;18/11/2019;10.618
Rojales;Personas;18/11/2019;16.963
Ronda y otros municipios;Personas;18/11/2019;38.572
Roquetas de Mar (distrito 01);Personas;18/11/2019;39.377
Roquetas de Mar (distrito 02);Personas;18/11/2019;57.423
Roquetes;Personas;18/11/2019;7.973
Rosal, O;Personas;18/11/2019;6.234
Rosario, El;Personas;18/11/2019;17.370
Roses;Personas;18/11/2019;19.550
Rosselló y otros municipios;Personas;18/11/2019;7.093
Rota;Personas;18/11/2019;29.109
Rótova y otros municipios;Personas;18/11/2019;4.430
Rozas de Madrid, Las (sección 001 y otras secciones del distrito 01);Personas;18/11/2019;35.842
Rozas de Madrid, Las (sección 017 y otras secciones del distrito 01);Personas;18/11/2019;26.368
Rozas de Madrid, Las (sección 032 y otras secciones del distrito 01);Personas;18/11/2019;33.604
Rúa, A y otros municipios;Personas;18/11/2019;7.394
Rubí (distrito 01);Personas;18/11/2019;6.572
Rubí (distrito 02);Personas;18/11/2019;10.683
Rubí (distrito 03);Personas;18/11/2019;15.916
Rubí (distrito 04);Personas;18/11/2019;44.293
Rubio, El y Marinaleda;Personas;18/11/2019;6.035
Rueda y otros municipios;Personas;18/11/2019;5.166
Rus y Canena;Personas;18/11/2019;5.378
Rute e Iznájar;Personas;18/11/2019;14.106
Sabadell (distrito 01);Personas;18/11/2019;54.666
Sabadell (distrito 02);Personas;18/11/2019;24.957
Sabadell (distrito 03 y sección 030 del distrito 04);Personas;18/11/2019;35.342
Sabadell (distrito 05);Personas;18/11/2019;20.021
Sabadell (distrito 06) y Badia del Vallès (secciones 005 y 007 del distrito 01);Personas;18/11/2019;32.546
Sabadell (distrito 07);Personas;18/11/2019;8.975
Sabadell (secciones 001 a 029 del distrito 04);Personas;18/11/2019;39.441
Sabiñánigo;Personas;18/11/2019;9.238
Sacedón y otros municipios;Personas;18/11/2019;5.067
Sada;Personas;18/11/2019;15.841
Sádaba y otros municipios;Personas;18/11/2019;6.687
Sagunto/Sagunt (distrito 01) y otros municipios;Personas;18/11/2019;8.853
Sagunto/Sagunt (distrito 03);Personas;18/11/2019;15.856
Sagunto/Sagunt (distrito 06);Personas;18/11/2019;17.161
Sagunto/Sagunt (distrito 07);Personas;18/11/2019;23.564
Sagunto/Sagunt (distritos 04, 05 y 08);Personas;18/11/2019;8.565
Sahagún y otros municipios;Personas;18/11/2019;5.154
Salamanca (distrito 01);Personas;18/11/2019;11.179
Salamanca (distrito 02);Personas;18/11/2019;23.474
Salamanca (distrito 03);Personas;18/11/2019;25.709
Salamanca (distrito 04);Personas;18/11/2019;29.441
Salamanca (distrito 05);Personas;18/11/2019;25.715
Salamanca (distrito 06);Personas;18/11/2019;28.710
Salas;Personas;18/11/2019;4.959
Salas de los Infantes y otros municipios;Personas;18/11/2019;5.041
Salceda de Caselas;Personas;18/11/2019;9.164
Saldaña y otros municipios;Personas;18/11/2019;5.758
Salines, Ses;Personas;18/11/2019;4.960
Sallent;Personas;18/11/2019;6.658
Sallent de Gállego y otros municipios;Personas;18/11/2019;4.821
Salobreña;Personas;18/11/2019;12.381
Salou;Personas;18/11/2019;27.476
Salt;Personas;18/11/2019;31.362
Salteras;Personas;18/11/2019;5.530
Salvaterra de Miño;Personas;18/11/2019;9.819
Salvatierra de los Barros y otros municipios;Personas;18/11/2019;4.850
Salvatierra/Agurain;Personas;18/11/2019;5.062
San Adrián;Personas;18/11/2019;6.292
San Agustín del Guadalix;Personas;18/11/2019;13.379
San Andrés del Rabanedo;Personas;18/11/2019;30.615
San Andrés y Sauces y Puntallana;Personas;18/11/2019;6.647
San Antonio de Benagéber;Personas;18/11/2019;9.089
San Asensio y otros municipios;Personas;18/11/2019;5.488
San Bartolomé;Personas;18/11/2019;18.816
San Bartolomé de Tirajana (distrito 02);Personas;18/11/2019;5.457
San Bartolomé de Tirajana (distrito 03);Personas;18/11/2019;34.279
San Bartolomé de Tirajana (distrito 04);Personas;18/11/2019;12.059
San Cibrao das Viñas y Merca, A;Personas;18/11/2019;7.318
San Clemente;Personas;18/11/2019;6.988
San Cristóbal de Entreviñas y otros municipios;Personas;18/11/2019;4.986
San Cristóbal de La Laguna (distrito 01);Personas;18/11/2019;44.303
San Cristóbal de La Laguna (distrito 02);Personas;18/11/2019;36.918
San Cristóbal de La Laguna (distrito 03);Personas;18/11/2019;41.195
San Cristóbal de La Laguna (distrito 04);Personas;18/11/2019;10.336
San Cristóbal de La Laguna (distrito 05);Personas;18/11/2019;19.169
San Cristóbal de La Laguna (distrito 06);Personas;18/11/2019;5.582
San Cristóbal de Segovia y otros municipios;Personas;18/11/2019;5.469
San Cristovo de Cea y otros municipios;Personas;18/11/2019;5.810
San Esteban de Gormaz y otros municipios;Personas;18/11/2019;6.902
San Fernando (distrito 01);Personas;18/11/2019;21.544
San Fernando (distrito 04);Personas;18/11/2019;7.863
San Fernando (distrito 05);Personas;18/11/2019;10.626
San Fernando (distrito 06);Personas;18/11/2019;45.690
San Fernando (distritos 02 y 03);Personas;18/11/2019;9.256
San Fernando de Henares;Personas;18/11/2019;39.432
San Fulgencio;Personas;18/11/2019;7.855
San Javier;Personas;18/11/2019;32.489
San José del Valle y Algar;Personas;18/11/2019;5.831
San Juan de Aznalfarache;Personas;18/11/2019;21.416
San Juan de la Rambla;Personas;18/11/2019;4.828
San Juan del Puerto;Personas;18/11/2019;9.300
San Justo de la Vega y otros municipios;Personas;18/11/2019;5.461
San Lorenzo de El Escorial;Personas;18/11/2019;18.369
San Lorenzo de la Parrilla y otros municipios;Personas;18/11/2019;5.001
San Martín de la Vega;Personas;18/11/2019;19.170
San Martín de Valdeiglesias y Pelayos de la Presa;Personas;18/11/2019;11.055
San Martín del Rey Aurelio;Personas;18/11/2019;16.074
San Mateo de Gállego y otros municipios;Personas;18/11/2019;4.961
San Miguel de Abona y Vilaflor de Chasna;Personas;18/11/2019;22.553
San Miguel de Salinas;Personas;18/11/2019;6.034
San Pedro de Ceque y otros municipios;Personas;18/11/2019;5.017
San Pedro del Arroyo y otros municipios;Personas;18/11/2019;4.999
San Pedro del Pinatar;Personas;18/11/2019;25.476
San Roque;Personas;18/11/2019;31.218
San Sebastián de la Gomera y Alajeró;Personas;18/11/2019;11.110
San Sebastián de los Reyes (sección 033 y otras secciones del distrito 01);Personas;18/11/2019;27.536
San Sebastián de los Reyes (sección 047 y otras secciones del distrito 01);Personas;18/11/2019;29.244
San Sebastián de los Reyes (sección 050 y otras secciones del distrito 01);Personas;18/11/2019;32.496
San Vicente de Alcántara y Codosera, La;Personas;18/11/2019;7.483
San Vicente de la Barquera y Val de San Vicente;Personas;18/11/2019;6.852
San Vicente del Raspeig/Sant Vicent del Raspeig (distrito 01);Personas;18/11/2019;26.490
San Vicente del Raspeig/Sant Vicent del Raspeig (distrito 02);Personas;18/11/2019;13.673
San Vicente del Raspeig/Sant Vicent del Raspeig (distrito 03);Personas;18/11/2019;18.222
Sanchidrián y otros municipios;Personas;18/11/2019;5.001
Sangüesa/Zangoza y otros municipios;Personas;18/11/2019;7.779
Sanlúcar de Barrameda (distrito 01);Personas;18/11/2019;28.417
Sanlúcar de Barrameda (distrito 02);Personas;18/11/2019;8.160
Sanlúcar de Barrameda (distrito 05);Personas;18/11/2019;21.190
Sanlúcar de Barrameda (distritos 03 y 04);Personas;18/11/2019;10.917
Sanlúcar la Mayor;Personas;18/11/2019;13.808
Sant Adrià de Besòs;Personas;18/11/2019;37.097
Sant Andreu de la Barca;Personas;18/11/2019;27.558
Sant Andreu de Llavaneres;Personas;18/11/2019;10.968
Sant Antoni de Portmany;Personas;18/11/2019;26.306
Sant Antoni de Vilamajor;Personas;18/11/2019;6.135
Sant Boi de Llobregat (distrito 01);Personas;18/11/2019;9.896
Sant Boi de Llobregat (distrito 02);Personas;18/11/2019;32.029
Sant Boi de Llobregat (distrito 03);Personas;18/11/2019;14.867
Sant Boi de Llobregat (distrito 04);Personas;18/11/2019;15.956
Sant Boi de Llobregat (distrito 05);Personas;18/11/2019;5.231
Sant Boi de Llobregat (distrito 06);Personas;18/11/2019;5.626
Sant Carles de la Ràpita;Personas;18/11/2019;14.789
Sant Cebrià de Vallalta y otros municipios;Personas;18/11/2019;8.324
Sant Celoni;Personas;18/11/2019;17.904
Sant Climent de Llobregat;Personas;18/11/2019;4.129
Sant Cugat del Vallès (distrito 01);Personas;18/11/2019;40.648
Sant Cugat del Vallès (distrito 02);Personas;18/11/2019;20.478
Sant Cugat del Vallès (distrito 03);Personas;18/11/2019;8.401
Sant Cugat del Vallès (distrito 05);Personas;18/11/2019;15.458
Sant Cugat del Vallès (distritos 04 y 06);Personas;18/11/2019;6.021
Sant Esteve Sesrovires y Sant Llorenç d'Hortons;Personas;18/11/2019;10.025
Sant Feliu de Codines;Personas;18/11/2019;6.259
Sant Feliu de Guíxols;Personas;18/11/2019;21.925
Sant Feliu de Llobregat;Personas;18/11/2019;44.860
Sant Fost de Campsentelles;Personas;18/11/2019;8.737
Sant Fruitós de Bages;Personas;18/11/2019;8.703
Sant Gregori y otros municipios;Personas;18/11/2019;7.965
Sant Guim de Freixenet y otros municipios;Personas;18/11/2019;5.177
Sant Hilari Sacalm y otros municipios;Personas;18/11/2019;6.882
Sant Hipòlit de Voltregà y Masies de Voltregà, Les;Personas;18/11/2019;6.625
Sant Jaume dels Domenys y Llorenç del Penedès;Personas;18/11/2019;5.015
Sant Joan d'Alacant;Personas;18/11/2019;23.915
Sant Joan de Labritja;Personas;18/11/2019;6.397
Sant Joan de les Abadesses y otros municipios;Personas;18/11/2019;4.914
